peak-aif,Scan Nr,retention,Mass(uD),retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,clusterId1,membership1
117,215,1430430,266951233,1433047,643939,615874,707690,641218,665174,621362,670123,681598,675709,678653,693431,668019,660145,648883,634134,686276,563007,681319,610492,669957,661750,645687,562278,691880,664390,733716,3,1.0
118,215,1430430,306930847,1437992,148888,199328,195022,195753,186871,164273,184291,182396,171600,172533,179013,189271,166192,187597,170894,172387,178800,217504,154738,179162,195256,172605,138562,217578,196762,168366,,
119,215,1430430,308930786,1433954,103023,116351,4618.88,78638,85737,4726.93,68609,86497,73373,95514,5418.63,104912,78141,95763,5156.47,104975,104326,100161,95483,86900,109069,4632.42,61035,87012,31036,75969,,
120,215,1430430,325942627,1422391,61258,43028,45210,39891,37696,5412.27,49505,5077.04,35613,32104,4714.84,42433,46796,52332,36723,56617,78538,4754.99,49441,46580,4601.38,41953,38355,4767.32,4753.98,71521,3,1.0
121,215,1430430,326939728,1425597,70303,42487,64528,56266,68123,47258,60667,66414,50237,63279,4930.84,63592,5314.48,5247.18,58853,50294,4675.02,52544,4963.45,42709,43209,44822,5195.01,59380,63690,53588,3,1.0
122,215,1430430,335926392,1433834,148501,179657,190936,151860,145241,162594,160621,148063,146067,159771,159328,163682,159008,163231,155074,141992,146036,4649.74,128408,138407,165503,130178,124409,175585,153852,174432,,
123,215,1430430,338924194,1431720,4726.86,39959,33249,24753,29853,33009,37681,41230,35609,20929,5288.33,26693,35626,47603,12244,31488,5137.5,19693,4505.28,36155,27747,25466,12724,32686,29098,26150,,
124,215,1430430,350904266,1423708,4618.49,4699.83,4911.02,5098.46,5178.49,5369.37,5278.94,4775.92,4939.96,4602.56,4532.69,5363.98,54208,5248.21,4971.66,4727.53,61382,44836,4747.51,5184.22,57197,4795.31,4615.99,5267.92,5285.45,5233.04,,
125,215,1430430,354935333,1435441,120318,133736,110301,120685,123758,103505,117475,128514,144633,102767,133136,5336.12,139092,124523,145754,134981,101341,152282,102907,107604,124188,4752.24,82987,128912,142627,126047,,
126,215,1430430,431897217,1448797,51105,67635,56775,45631,36465,79751,53769,58541,51973,58932,49937,4822.88,88151,54054,59954,79666,59761,60836,34020,59287,86375,51930,31715,84695,78551,47267,,
127,215,1430430,433896698,1454391,64825,54474,45068,77637,65341,4704.17,75008,5239.83,4626.2,54564,64279,77260,64324,77976,72437,73453,4536.4,61668,4700.15,66792,4656.55,55798,4597.46,85752,71346,83716,3,1.0
128,216,1434914,192950653,1434313,528904,617872,653546,599962,579951,596788,558500,569738,565160,555782,584228,582036,591019,617898,558734,606358,570594,633826,565400,586750,610916,545211,483163,629487,605511,622533,,
129,216,1434914,205952011,1443880,220436,297896,285063,222759,246877,236407,221774,238800,221807,247839,234763,250107,215372,252021,231725,223469,219142,226465,208701,239209,211472,224262,214059,238101,222529,249944,,
130,216,1434914,206948822,1447169,229088,291971,269377,269778,251974,215056,234460,268056,253231,142021,244842,236275,236834,246758,244018,231881,240752,217499,246945,238442,265079,239605,233506,261295,249932,246292,,
131,216,1434914,223962402,1431478,261381,264215,276769,289556,269117,251621,259314,281224,260961,283859,259225,272424,274435,260809,264475,5373.18,261442,269016,215891,284897,258273,254814,233396,274268,266565,290846,,
132,216,1434914,224959290,1433874,254108,288795,283610,279908,287427,285895,282336,285242,292380,285418,276997,270532,273931,311575,294140,291856,282333,287294,268186,291506,309731,262824,255682,286686,291095,305693,,
133,216,1434914,238956268,1433021,541996,557063,571592,524082,516128,522516,531665,533716,539986,529028,508027,554480,539982,546868,546362,529553,521641,501924,520259,539828,558120,512429,478294,522737,527719,611682,3,0.845424386271
134,216,1434914,248940903,1433150,715496,886076,847886,778250,770025,778269,782167,790810,797596,764935,772778,788264,757778,759994,757934,767067,735314,840477,689743,782956,787293,736569,637493,772503,743284,799811,,
135,216,1434914,249941467,1435038,247643,288117,283373,263658,263522,265794,260350,260814,242460,261130,262438,250120,272351,239764,255160,215253,254849,227588,223495,241892,261009,243427,216059,244783,235933,274121,,
136,216,1434914,250937729,1445157,238975,335220,338782,311516,266311,280024,277101,286322,264936,176384,274999,4903.42,284042,279605,284534,249161,262510,293778,248513,269858,265192,116317,223028,276686,243640,279566,,
137,216,1434914,267951843,1434937,214532,213596,199985,227222,206467,202108,248411,221699,223427,228592,227976,205684,237883,218660,209351,230604,220783,210866,178922,234092,236780,200779,210890,225811,220633,236005,3,1.0
138,216,1434914,296945282,1431160,300498,294175,305512,283139,278430,284808,5367.44,293542,291393,271550,283848,5132.98,292127,280014,285098,284303,280704,4587.39,259822,302949,293141,285707,258377,4931.36,313320,331497,3,1.0
139,216,1434914,318931549,1471469,54586,43262,36994,31560,43105,5454.19,16639,45082,30979,33626,4546.48,31340,33558,25272,44831,5188.15,42599,5237.4,4518.16,40395,34939,31288,35379,29508,36243,5383.86,3,1.0
140,216,1434914,324941467,1433678,184174,143266,165378,155469,140466,169038,161075,161946,154109,144105,152303,168146,166778,169263,152326,171231,169625,157608,159870,160763,161927,154927,112917,181882,156505,185757,3,1.0
141,216,1434914,334925903,1445224,341964,5494.58,404905,343404,344181,336092,350023,319672,312649,327606,343500,365677,336423,384442,348596,333564,348535,376011,319535,346965,343406,317901,287948,389323,343354,378878,3,1.0
142,216,1434914,336924408,1442418,216509,247951,246470,226316,195571,216990,244584,224103,213810,223419,210107,158861,232467,246672,211938,219434,209671,238595,204136,257360,194879,207891,169206,243255,227844,5128.52,,
143,216,1434914,352937256,1439344,235181,200007,214291,234235,200429,234690,224710,237566,227933,237334,242824,238903,243522,253430,243717,231964,248923,251533,205837,239368,255153,232896,203849,4923.98,253954,264939,3,1.0
144,216,1434914,376907959,1468370,58766,67270,63617,46984,48756,46100,4921.88,61582,60056,59448,62040,54327,58835,77456,69815,59778,80054,81895,5485.23,50532,57239,46784,30657,71056,65705,62462,,
145,216,1434914,450870392,1468040,5346.4,4615.88,5160.43,14953,4887.34,4989.94,5401.75,4790.09,5150.89,4600.38,4982.6,4913.83,4713.2,11788,4972.26,5214.32,4882.45,4993.51,4868.39,4796.92,4575.65,4798.27,20535,5129.95,5157.33,5333.51,3,1.0
146,216,1434914,602835205,1484016,29328,5451.21,42205,43683,52662,28606,41697,45968,39374,45525,4969.9,39308,61545,59051,39345,4662.62,69118,5279.25,43222,61210,49561,51303,85240,48787,54578,76326,3,1.0
147,217,1439391,136957840,1422391,4557.66,5439.44,395733,5231.9,4566.36,342222,5232.68,5302.79,298000,5112.94,5444.09,338196,4805.29,4839.8,4740.2,4844.8,4838.47,344945,4942.31,354371,4917.74,4771.14,4982.35,300071,301247,353335,,
148,217,1439391,239956985,1426931,153896,165532,185666,151386,140812,4876.53,145952,149645,5338.31,152328,4894.27,149885,162483,168803,163481,139576,160199,4882.16,152023,156501,183095,140773,147607,157430,146964,176539,3,0.959215155126
149,217,1439391,249941498,1560663,4534.32,4969.6,5314.27,5131.36,4538.22,159473,5147.01,5324.91,136577,151216,4712.35,4796.34,148050,5356.99,157568,126638,4505.31,4770.92,5151.57,4859.79,129097,4903.68,4528.78,5172.23,4855.1,5160.8,,
150,217,1439391,268949707,1434629,4606.77,310115,329936,5066.23,311516,299104,309403,304438,325380,331023,310265,337055,332901,315767,348379,313772,308765,344175,306924,328581,331103,319889,252607,335126,333614,348435,,
151,217,1439391,355935364,1446418,23535,10586,4533.09,17969,5380.32,15571,20679,15032,4684.95,5009.1,15020,4771.01,22782,22751,4555.2,4921.73,5384.15,18795,4993.02,5117.98,10266,4837.78,5449.08,5218.42,16687,5241.59,4,1.0
152,217,1439391,430897430,1478906,147234,109148,160154,128776,134378,127937,147405,141230,179702,65230,112468,136360,128716,131429,154693,131857,126795,161058,131660,70056,160660,114142,109509,188691,118786,162960,4,1.0
153,217,1439391,601836731,1491747,5083.76,18654,22816,4817.1,5425.13,4749.9,4676.07,4940.76,4737.05,5263.15,4568.18,28389,21640,4745.28,4720.03,5172.39,5227.29,33978,4516.75,5364.24,35053,4920.02,22308,5008.05,5090.76,5315.6,,
154,218,1443836,178950668,1553154,4827.81,5202.56,4881.51,5265.88,4906.27,4558.97,343189,5379.44,447660,4750.23,4624.25,4840.29,5255.98,5279.21,4959.59,4878.3,4681.27,5466.54,412182,380138,4688.58,5325.15,4759.42,5234.01,5268.99,4715.02,,
155,218,1443836,180965881,1427545,5043.1,5305.93,968938,905232,5225.14,4721.12,852930,878290,5421.91,5056.21,846804,869977,848567,900553,863005,5335.17,847167,886334,5286.37,5416.05,904559,5316.35,782840,861943,854833,5357.75,,
156,218,1443836,295946625,1426464,4693.87,167494,180650,4564.1,4536.76,168020,150088,161662,4741.08,178280,167211,167651,148091,168873,154410,153616,152472,5104.46,145160,170487,145707,143955,156003,178303,142835,160709,,
157,218,1443836,446875153,1433197,4661.86,5024.22,5428.22,5116.84,25620,4810.33,5263.98,29632,5290.74,41961,27528,4786.58,47235,30787,36526,42039,5105.78,15137,20030,4918.11,38423,27560,51151,4834.59,25017,35905,,
158,218,1443836,461892487,1460432,5116.81,60652,76419,4627.16,51887,48817,55860,54441,47778,47656,54849,52642,63563,5242.05,43884,48012,57784,44842,42277,48723,77889,50607,43878,65833,43620,73193,,
159,218,1443836,480868134,1455038,5122.04,23610,18512,5483.13,4940.99,4568.04,11572,4582.25,25223,22096,14323,5397.51,14174,4568.2,19147,5461.93,18498,5141.29,4848.92,28526,5349.81,18226,5408.6,16763,5406.5,4634.04,,
160,218,1443836,590841064,1457469,15948,4613.19,5185.2,5253.47,5268.71,11334,5193.69,4569.61,4844.89,15217,4688.89,4638.01,5156.85,4865.92,5072.19,15982,4895.19,4804.33,5174.11,5110.24,5299.97,4763.48,4793.94,4695.48,5490.58,4936.98,4,1.0
161,218,1443836,600835205,1483580,30984,5256.13,20183,5281.63,4996.78,4711.24,11234,34960,30898,29562,35646,21854,33601,21560,24598,4633.35,22430,26911,4922.92,35771,22354,5199.54,59594,4555.52,4725.45,33405,4,1.0
162,219,1448270,202971970,1459143,4538.95,5129.89,4514.37,21343,4839.45,5266.82,5032.99,5302.11,17861,5004.5,5108.44,5209.61,5457.55,5082.31,4708.06,5307.2,4815.27,4513.29,4555.31,4913.31,28480,5176.79,4719.2,5440.91,4765.62,4782.33,,
163,219,1448270,234944626,1479768,194285,181122,204048,5315.97,184656,195783,175102,216901,181033,5360.96,186043,183538,154699,195320,169462,172785,216723,183593,164672,180168,196275,175384,194360,152136,222760,190122,4,1.0
164,219,1448270,309931458,1430599,4663.51,5462.31,35679,16608,5219.7,22790,4834.21,5322.17,20932,20406,5024.73,13001,4652.41,18694,4829.6,19719,30112,18966,5255.75,4668.25,5453.43,4613.77,4807.53,5414.94,21541,5143.6,,
165,219,1448270,322930359,1433525,4740.21,4991.95,17578,5391.21,4629.77,4624.94,5059.27,5057.11,13038,5391.86,12796,4913.43,12706,4959.77,28810,31408,5029.52,4975.57,23002,4801.28,5259.52,5312.94,4772.91,5424.59,31009,4909.83,3,0.847350958117
166,219,1448270,346925262,1479443,41673,42253,43726,43296,31451,26586,33225,40201,36830,30130,46392,42813,51501,48596,41647,4762.6,40666,44682,57208,41410,47756,52581,61661,39388,4515.81,4626.94,,
167,219,1448270,436893707,1476309,37251,35847,36598,28809,36631,5140.11,52077,30757,17576,4918.9,20486,32528,37266,4865.2,29609,26767,4819.98,25176,30369,38971,29736,4777.56,4790.42,37708,5238.03,46846,4,1.0
168,219,1448270,462892212,1466307,115741,93619,5407.89,113514,117901,111545,123523,106550,5387.47,71926,130245,4526.46,100753,102913,5069.16,5374.32,120996,4925.89,91963,107067,5434.99,85106,53957,173556,102536,124123,4,1.0
169,219,1448270,464887756,1445451,5059.63,5036.06,92370,105319,5131.26,4625.23,77874,120966,86745,132113,101947,94937,103910,72325,88979,100015,91653,5484.12,77008,106983,112289,4557.47,4749.96,120820,114382,105533,4,1.0
170,219,1448270,603834351,1474290,5101.46,5229.39,5048.14,4984.69,4970.46,5157.2,5216.28,18603,5036.43,22889,35710,5119.59,22456,17803,18299,5029.56,4708.13,4814.92,4958.43,5032.35,22208,5374.78,31042,5365.97,26762,25543,,
171,220,1450487,196964645,1426671,5463.86,60806,75555,53366,57799,54977,51954,61726,47143,50671,57477,60038,54326,50579,50029,59543,58991,62127,57231,68766,4631.21,42201,63285,65780,68471,55716,,
172,220,1450487,204950851,1448949,823787,952412,932566,872236,838478,870753,864736,866206,825718,828294,867034,838359,868873,899952,844791,824999,847382,887429,793747,845434,844428,796065,860401,812411,862987,874323,,
173,220,1450487,362920441,1447208,4568.84,4924.99,337423,5180.02,4926.45,90934,4968.75,286612,4752.37,4707.34,5130.32,4764.38,308253,5466.53,5357.67,5166.92,286938,5032.17,4907.73,4870.34,269168,5467.4,240372,320438,5391.84,4612.53,,
174,220,1450487,364918701,1427630,4762.36,5018.77,190705,177984,5061.43,4642.71,5179.43,168462,4740.44,5305.47,5191.7,4502.01,166459,4749.41,162329,5382.01,143387,4781.44,5211.86,5381.97,149091,5332.47,114491,4987.74,157255,154093,,
175,220,1450487,444896179,1553866,34488,58482,38826,35199,49394,5295.2,52793,56088,29766,5496.24,50414,60092,73187,5447.25,4588.91,4604.14,26681,4613.19,43514,50306,41549,46875,5180.13,4604.87,36438,4782.32,,
176,220,1450487,448872833,1487911,40153,5345.48,4566.08,5373.95,5487.93,5154.79,5146.29,4635.35,5317.92,4682.78,4883.23,5372.01,93137,5176.38,5430.63,5127.89,4993.77,4980.03,4895.98,28427,4994.28,5372.61,5116.35,5048.24,30051,4873.33,4,1.0
177,220,1450487,449908966,1421611,19471,13543,13445,4506.74,4958.4,19912,5440.93,16143,24206,20605,4866.44,5119.09,15208,28032,4602.65,4906.73,4789.79,17816,15708,15783,39064,5378.71,4521.91,4821.22,18383,16375,4,1.0
178,220,1450487,465887390,1477452,48795,19396,4802.27,5470.05,4503.53,35543,5363.53,30132,4648.6,26319,19491,22344,4751.5,5182.5,4553.78,35237,5185.21,27536,12286,4713.54,39710,32570,34608,12083,5455.63,5210.33,4,1.0
179,220,1450487,476870850,1472691,4620.42,15561,4761.9,5084.21,13098,14920,14835,12401,5162.01,5135.47,18674,4779.9,5238.62,4567.06,4970.21,22927,20815,16085,20215,5258.92,4593.64,4556.46,28861,10108,5176.67,5115.2,,
180,220,1450487,478866425,1486484,35807,21832,17345,21189,11908,36425,4779.54,5046.34,13709,4574.93,19898,13342,28771,19089,20706,27122,21988,25481,4908.24,27982,31570,20703,39875,20941,33938,43331,4,1.0
181,220,1450487,659826111,1487895,86935,63040,71354,92816,61486,5100.9,73748,5253.24,74657,76159,70477,116484,118724,102442,90034,75026,108942,88081,62732,5007.65,99796,81097,124910,100777,80450,89989,4,1.0
182,221,1452707,321931000,1445376,36767,24110,24094,5393.59,21165,4895.35,24502,29695,4715.62,4841.35,28686,20271,30629,38725,21758,5292.38,21119,28163,5001.93,4541.72,15344,20893,11028,33108,5017.78,4600.93,4,1.0
183,221,1452707,330915405,1439416,5101.53,5328.01,24847,5478.05,4758.62,4847.29,10253,4857.32,4712.67,4905.93,4766.28,4829.7,22092,4578.56,4978.99,5446.62,4994.73,4797.59,4756.68,4754.78,4773.46,16216,4722.35,18962,4727.95,4650.81,3,0.836268683323
184,221,1452707,508863953,1469549,21489,5282.14,5351.56,4697.14,16697,5203.61,4955.11,23004,4974.41,4604.83,4688.29,17243,4759.09,30461,5130.61,5126.61,4713.72,17662,5283.21,5094.35,28467,17403,5215.96,4962.21,14951,11836,4,1.0
185,221,1452707,544876343,1454725,4616.82,66994,4828.54,5483.22,67687,5004.14,4815.61,4714.45,4551.29,5087.91,4925.37,4692.14,87119,101909,110308,5426.77,5335.84,4908.5,117065,95532,5362.66,5247.67,37138,4687.55,5163.35,4756.33,,
186,221,1452707,545876404,1480178,60938,48379,51361,60003,68831,58827,65405,61214,65617,53099,52284,67209,61813,5004.33,101143,5067.18,65648,80327,38364,42326,63000,59137,36235,83834,67389,70053,4,1.0
187,221,1452707,546875671,1475928,185538,159163,168847,149225,166257,150691,179538,196271,157410,5089.72,186762,188194,152866,193593,202552,230097,208389,191288,156770,170311,160216,148540,104511,201674,183886,223102,4,1.0
188,221,1452707,746858398,1504846,28426,20290,4916.91,5223.59,17611,4567.71,4586.49,37932,17108,54509,39775,5199.45,48382,5097.54,4609.02,35648,22219,67174,5276.8,41467,55610,38597,34120,21931,4912.58,4643.64,4,1.0
189,221,1452707,759826050,1493473,89466,66825,93142,50170,89157,89582,4644.02,4595.56,72279,5198.45,105147,136274,131771,163439,141267,4707.05,101703,156497,5137.67,130394,151342,102241,58710,158058,116938,5198.16,4,0.999997538251
190,222,1457155,379901520,1430236,5025.67,22361,21381,16776,4508.35,4846.87,4893.81,5483.82,4523.7,4940.03,4990.79,18718,5078.68,5352.58,5235.84,5409.38,5092.47,5083.89,4593.31,4661.59,4718.46,10839,5160.66,5086.22,4952.67,14605,,
191,222,1457155,489886047,1452078,4804.84,22843,5426.91,23827,10553,16088,22814,10908,5315.49,5381.85,18625,18994,4600.03,29024,5024.06,4590.06,4881.97,20034,13980,17078,4890.76,12416,5062.94,19204,4866.45,24072,,
192,222,1457155,661823669,1495375,5025.43,5439.91,4633.06,4738.67,4901.17,4815.05,31355,33036,21563,5144.42,5436.72,12183,5275.99,17817,4728.6,30905,4705.96,35721,5270.06,44069,34982,4985.96,4969.45,14672,5101.99,42167,,
193,222,1457155,776802307,1497785,15202,4741.67,5359.11,19891,5471.24,4876.01,5267.11,22762,4971.38,5423.14,18730,4669.44,4790.83,14460,16942,5484.04,35591,20322,5477.7,30703,4700.39,25168,4805.94,5255.59,4749.52,25679,4,1.0
194,223,1461578,432895905,1475703,204327,178802,205168,5185.3,162032,178419,198866,184963,160295,178924,195075,146034,166723,173216,188987,4803.01,187178,214321,164157,169909,155617,176008,154402,196685,187612,193028,4,1.0
195,223,1461578,547875916,1469132,5398.51,65753,99495,4903.82,66010,70250,93581,4825.99,73851,65979,4833.04,91353,88647,86644,123704,75143,70637,5170.66,4797.36,81632,84343,4581.91,57698,102717,93678,79255,,
196,224,1466030,562854187,1470264,69833,63754,66821,79410,5215.77,90294,73019,103713,59967,81329,92449,77021,5113.36,94162,81054,69205,58603,69621,57362,96246,89152,74102,145415,60349,116404,4530.48,4,1.0
197,224,1466030,604840210,1473960,5150.65,4920.38,4651.57,5084.6,5334.97,20391,5408.11,15011,19714,5220.79,4870.67,5012.06,30018,5302.87,21856,5375.32,4978.99,4818.36,11338,4979.69,4520.61,17091,31538,5156.81,4741.47,5268.96,4,1.0
198,225,1470472,104959648,1480391,4914.48,234013,204117,182767,4739.72,5153.73,177775,184848,167622,4598.32,189782,174364,4924.36,192634,184478,169998,196370,4621.47,4533.98,5483.04,184454,4954.75,146982,176446,5013.07,202361,,
199,225,1470472,148949066,1487469,522767,607879,618561,596259,510114,532637,569044,571003,512161,530400,587467,573532,574022,630675,580778,556221,575346,575391,495506,555500,544414,498877,493491,541474,501462,4553.29,,
200,225,1470472,201975281,1463628,5003.02,5208.09,5380.43,4653.78,4670.57,5447.87,17637,28720,4968.23,5021.37,4608.13,5383.44,5268.22,4928.9,5211.04,5359.68,4592.89,20922,5081.2,4624.46,4734.53,5385.76,4586.75,4622.96,5138.16,4692.75,,
201,225,1470472,256964142,1467340,4854.59,16620,5435.69,4588.68,5455.69,5064.1,5340.13,21691,5402.53,5181.71,4948.67,4605.05,5016.32,29515,5255.74,4812.26,43461,5095.69,4749.06,5409.57,44182,4558.33,4901.24,20843,5342.2,4852.61,,
202,225,1470472,506863647,1471269,5435.38,4928.77,25219,5013.12,25553,5302.27,5496.43,32711,22073,5208.8,4644.19,5197.56,5121.14,5184.92,5076.91,31018,4856.95,4807.7,4655.51,4746.1,42059,42407,56264,4517.1,17966,5408.25,4,1.0
203,225,1470472,563855469,1466620,23015,5044.9,25803,30650,31417,14878,5170.83,29847,20542,17772,5010.22,35016,26218,25901,5131.69,39500,28966,5468.89,4752.54,5255.08,28240,4504.04,50570,5365.83,5323.31,56073,4,0.910164973664
