peak#,scan,retention,mass,clusterId,centrotype,membership,clusterId,centrotype,membership,clusterId,centrotype,membership,retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973
103,218,1441407,5.21E+08,,,,,,,,,,1441630,186355,200053,273509,213148,27485.46,25948.36,26662.74,26182.21,22582.56,25562.57,209966,24959.71,24957.33,193730,208562,22579.7,23515.55,26292.32,191891,222040,181805,26360.22,324150,204383,25263.48,23099.37
104,218,1441407,5.77E+08,,,,,,,,,,1451439,61369,62203,65908,22849.02,59262,55803,59244,73929,51376,76871,58535,54582,67809,63964,79972,73650,61001,59332,67019,58856,74548,76762,27245.55,86613,66008,80277
105,219,1445848,3.93E+08,3,98,0.991518362,,,,,,,1438656,551808,568649,631702,571700,517089,515492,568500,568746,536229,513328,539579,523755,568367,539570,567917,551126,558184,575392,548822,602847,558043,534378,477386,645383,565582,633836
106,219,1445848,4.38E+08,,,,,,,,,,1438700,164957,200119,212949,213114,195912,175533,207752,180030,172550,165061,172094,170148,170441,172298,176793,157548,149914,165932,136625,23700.38,151557,139842,130017,183819,160304,170694
107,219,1445848,4.57E+08,,,,,,,,,,1476431,26869.38,56426,26803.89,24462.93,24584.35,26572.09,51011,60305,26130.05,25832.2,27281.28,23327.7,26433.95,26943.4,54760,25911.06,51338,25387.48,24569.23,26695.34,26669.59,23783.92,24578.91,68538,23177.35,26961.25
108,219,1445848,5.07E+08,3,98,0.982748417,,,,,,,1441484,353744,348004,371785,348575,351771,325210,356893,364110,332008,321441,339230,332363,343990,322595,375168,342386,336455,361552,327059,348361,335129,317264,266635,403043,360795,377872
109,219,1445848,5.23E+08,,,,,,,,,,1441648,126723,105883,117144,112921,108568,115453,105059,120658,106391,107869,117949,107000,130992,101300,103982,92318,112814,105948,104902,107598,111402,115338,145387,87481,112612,112455
110,220,1448069,2.04E+08,,,,,,,,,,1477529,24674.63,24048.98,24196.34,23818.48,27298.77,27093.65,26784.67,23689.25,25718.63,25242.17,24265.11,24101.6,25561.48,26506.12,64095,22762.95,55655,52878,26638.84,22670.98,22849.18,26511.79,25021.66,24400.48,22972.72,26040.61
111,220,1448069,5.08E+08,,,,,,,,,,1445033,150858,152426,155659,172668,146674,150195,160725,159125,150127,145595,147806,159362,152228,152515,162340,153508,158031,158677,147124,150646,161228,143176,124811,189197,155307,169978
112,220,1448069,5.09E+08,,,,,,,,,,1450549,99488,25062.73,88391,94006,78230,84346,26112.46,85888,80166,86598,88583,97794,83471,89310,90337,80359,82221,83252,88744,27198.3,88781,80954,65971,106479,92283,25265.33
113,220,1448069,5.76E+08,,,,,,,,,,1473969,103669,103903,104173,113839,81786,100230,113168,25875.9,82386,99343,114483,107645,102089,108467,114395,117387,111482,111129,100603,107221,110560,102207,98514,126423,109329,109403
114,220,1448069,5.90E+08,,,,,,,,,,1458081,76274,86114,87051,89625,92166,98629,76112,90162,78366,76610,75729,69954,85625,78137,79911,73821,24340.82,82554,82949,89085,81830,75505,109706,69017,82852,93667
115,221,1450284,5.69E+08,,,,,,,,,,1472393,62792,87983,93592,90627,80041,76399,26879.52,76761,73649,63444,57196,68340,77421,85724,78952,69671,78735,75960,22553.03,53095,23053.85,57464,24027.2,79013,69505,82454
116,221,1450284,5.75E+08,,,,,,,,,,1459911,201623,178808,195635,180318,182286,181163,210413,188007,192909,165183,186147,178371,185919,195443,197499,192818,187993,200426,177891,188790,179458,163271,144117,227642,23677.32,210803
117,221,1450284,6.41E+08,,,,,,,,,,1473731,74422,23565.34,23335.61,64961,26303.11,26320.67,23295.76,25878.73,24338.53,26717.77,24120.16,53933,27448.94,22537.02,25009.58,25470.09,57186,23565.64,23599.33,25788.25,24175.45,25095.63,65774,75557,59349,57466
118,222,1454728,3.77E+08,,,,,,,,,,1466429,130386,141207,136717,129398,120013,134628,137454,132991,112035,116543,137287,129027,129496,136742,135121,122253,124082,128836,117173,133900,124846,119077,109394,127824,124026,143605
119,222,1454728,6.43E+08,,,,,,,,,,1459629,68757,76425,80727,81326,74718,59375,82835,75693,64101,54846,81376,72734,69399,81547,100214,101357,90187,82039,75652,97111,91765,74449,59472,101847,90124,85716
120,222,1454728,6.44E+08,,,,,,,,,,1463109,53395,25205.17,23670.65,24416.71,25055.6,23471.18,25326.32,25438.9,25960.75,25980.98,24366.84,27494.22,25341.69,23613.07,25806.17,24434.08,24100.26,23755.21,24301.32,23030.01,23333.92,24176.83,25138.36,58682,63428,56969
121,223,1459154,2.65E+08,,,,,,,,,,1480399,351920,368116,388791,347420,331336,345711,361970,355185,331295,339058,373437,342655,347136,348747,361479,355300,349647,347693,349226,350011,342196,336982,316775,350056,335126,365354
122,223,1459154,5.73E+08,,,,,,,,,,1460445,204620,195685,211155,194639,25460.98,187101,206934,205796,176879,180805,172307,197382,191701,192526,208586,207160,194513,211967,161429,184377,197689,171895,23975.2,227365,215356,213236
123,223,1459154,5.89E+08,,,,,,,,,,1463030,120083,124585,124422,127140,130135,128642,134037,135468,117773,118367,126472,103440,128411,119169,109591,109155,128785,121104,106561,128294,130359,116196,154123,102847,120570,128846
124,223,1459154,5.91E+08,4,124,0.999955206,,,,,,,1470493,92169,89154,102468,98103,100572,90311,100159,90203,85084,94253,101087,82316,115000,90223,99834,90832,111825,73313,86628,99292,103369,98363,119449,71930,96017,103064
125,223,1459154,6.42E+08,,,,,,,,,,1458102,24121.01,27465.12,23721.28,58225,24582.45,23850.66,26651.54,24998.26,24570.92,23790.91,24270.34,22909.1,25382.1,61688,61958,26907.72,66877,54337,52797,23629.6,54866,27361.82,24387.14,68447,59449,51908
126,223,1459154,6.87E+08,,,,,,,,,,1470232,164641,150364,23036.91,157206,145994,146294,167296,150109,134881,143321,145445,158078,148583,151254,164253,176057,152848,164925,130940,144430,152661,137697,102113,190484,152626,170961
127,223,1459154,7.03E+08,,,,,,,,,,1468696,94254,101901,96355,111352,105705,107982,117219,112712,98579,100083,116398,84672,25877.69,106312,103619,105360,119634,101843,90022,125210,116338,107814,160293,86748,111345,111324
128,224,1463606,1.03E+08,,,,,,,,,,1499721,102337,115567,24852.05,119217,108435,25341.86,114746,104996,111321,110872,26029.16,22814.77,89043,24159.22,100459,97687,100895,89195,99301,86429,95398,93388,90659,98185,88731,97180
129,224,1463606,2.64E+08,,,,,,,,,,1478527,178955,179224,183339,172454,168647,158771,165326,172062,162517,165671,164196,170317,158599,173213,169298,167855,174715,168937,155531,169926,171385,160933,155501,174626,161971,168767
130,224,1463606,4.17E+08,,,,,,,,,,1475122,85689,96837,115346,24910.97,104025,95214,90407,24725.93,91361,89806,95493,85736,91906,86799,85271,72413,83961,72356,56210,99812,27267.87,68139,150907,25287.58,80179,75211
131,224,1463606,7.04E+08,,,,,,,,,,1480694,79201,91446,25456.77,90547,92352,94884,109134,106030,91184,88575,91571,86584,25503.62,88285,92329,73258,103241,90149,76705,26088.45,102430,105767,125128,25825.68,84972,104533
132,224,1463606,7.06E+08,4,124,0.965285772,,,,,,,1477844,62480,27220.71,62263,61317,59683,24023.31,52926,26675.89,24016.03,27172.99,73803,26442.53,67374,22570.27,54343,24067.37,73816,23760.71,26967.63,72640,60181,25566.51,88752,22850.54,54865,55285
133,224,1463606,7.56E+08,,,,,,,,,,1477979,210016,210675,218620,220022,192001,200083,217049,214676,180299,23130.63,202475,229174,206026,212428,233700,214326,224540,219862,182363,221150,223367,186916,152139,252926,209996,238738
134,224,1463606,7.73E+08,,,,,,,,,,1483091,243887,242723,248321,24143.21,231288,259765,242397,254613,203336,228883,246573,238265,256496,24960.19,259219,230171,277567,229740,210732,285893,287333,242508,303560,214934,232738,290236
135,224,1463606,7.74E+08,,,,,,,,,,1482856,148411,146345,171726,160309,152562,167323,155260,168743,25397.41,142338,144982,27246.07,176769,144364,167098,157330,187863,158828,145252,168928,175959,152032,23944.19,144490,156356,26774.33
136,225,1468048,1.51E+08,,,,,,,,,,1463058,141007,163435,204549,201442,147221,150787,146821,200312,197673,140897,187650,149487,189911,148923,142311,131704,152566,139551,133657,137806,144286,126812,141130,139782,172917,140491
137,225,1468048,7.55E+08,,,,,,,,,,1473987,207361,200025,228002,225159,190434,186535,24996.19,204080,172408,189866,198777,196713,201292,25305.62,223451,218956,216013,219429,176959,208585,209333,194407,168373,244711,207499,224344
138,225,1468048,7.57E+08,,,,,,,,,,1471924,300758,292797,305230,303979,257438,294463,309020,300360,260254,248581,260970,290276,288369,296079,347299,328934,306519,314629,262729,285639,293908,306987,196411,24985.91,25491.02,329859
139,225,1468048,7.59E+08,,,,,,,,,,1479287,208615,205940,210289,203339,177567,187549,213379,208519,171150,193232,195814,208544,215047,217024,213844,232448,220971,228410,179588,209650,222733,192175,156080,227496,208150,233034
140,225,1468048,7.71E+08,,,,,,,,,,1483810,174776,189207,187169,183725,177626,188523,183937,181279,156414,172979,187450,189780,186581,181105,195155,185912,211221,200945,165256,191744,206046,193647,236074,162385,178487,204228
141,225,1468048,7.76E+08,,,,,,,,,,1484090,53225,26890.03,60357,66636,24713.12,26050.44,25255.06,56399,24676.58,23528.16,65095,54556,56394,25559.57,56506,22753.55,65345,27188.72,25575.04,23631.58,62851,56768,86219,23434.63,23792.05,63607
142,225,1468048,8.70E+08,,,,,,,,,,1492185,77361,81261,84123,94764,62753,50838,82710,89484,25794.86,78281,75921,68429,87030,84822,61508,77813,98122,85433,23483.63,81705,100266,94472,88621,69094,66850,96199
143,225,1468048,8.87E+08,,,,,,,,,,1487868,81690,66783,64923,58488,58795,51446,51783,69919,24357.8,58431,66025,72081,85316,77169,76026,65934,69094,66831,56316,91198,71835,23002.06,87708,64758,55721,85131
144,226,1472461,2.63E+08,,,,,,,,,,1471208,602189,657187,663121,604705,595582,585840,606714,613109,580534,575036,610635,617713,589093,613213,590432,597321,571689,598149,579355,619738,578767,553297,538690,598158,568015,633994
145,226,1472461,2.95E+08,5,145,0.999955206,,,,,,,1475025,23088.31,22685.75,27437.01,24257.96,113861,25666.94,89956,26981.75,134625,26924.2,22970.09,25679.7,22560.5,25289.55,26076.61,23496.47,25590.27,25751.28,87051,26832.56,26046.39,26587.31,27337.04,106516,25120.36,22576.58
146,226,1472461,7.05E+08,,,,,,,,,,1476423,99791,22740.64,110683,108805,109390,121701,103164,23255.2,114622,99097,105176,101943,120530,109364,117254,100890,136787,105240,109013,116505,114908,123758,150891,101011,113027,127702
147,226,1472461,7.58E+08,,,,,,,,,,1476823,226961,219749,233127,230094,195493,210366,246607,223356,190646,202065,203954,212754,228167,228623,251582,257256,238438,236577,216668,233054,229123,224612,156485,268864,232168,250826
148,226,1472461,7.60E+08,,,,,,,,,,1481735,138442,138144,141654,143281,117605,121361,145366,145079,109243,120140,126713,130144,27413.18,137904,138310,139848,143167,150845,111261,122612,147636,125130,113162,149903,129414,26653.65
149,226,1472461,7.72E+08,,,,,,,,,,1479468,177504,168026,181792,192175,168989,185949,24236.59,170050,143105,158801,177214,163977,182998,173287,188004,158741,201118,185148,147763,209090,190864,184113,208147,164497,167535,201586
150,227,1476878,1.33E+08,,,,,,,,,,1495574,308880,314585,338836,313961,298596,313541,312458,309954,297036,320450,323782,315817,296230,310680,310464,324040,316635,307802,318547,328888,311048,295838,288712,311729,294611,334754
151,227,1476878,2.67E+08,,,,,,,,,,1473276,23220.44,68718,24648.34,25733.29,27211.68,24741.47,56873,27004.36,23301.23,26115.32,25324.23,23913.02,52829,60040,24612.68,26915.68,25942.1,53066,26785.9,25764.55,27337.85,23293.7,24323.47,22793.39,27470.67,25882.99
152,227,1476878,6.36E+08,,,,,,,,,,1500229,58108,57738,68812,64931,50783,23167.67,25610.52,23542.2,25019.5,25799.16,24425.62,68718,64521,27031.86,70253,24557.01,62184,22782.1,24529.12,82189,81277,73043,79213,25926.78,26080.13,64711
153,227,1476878,6.72E+08,,,,,,,,,,1492254,86352,80399,23131.15,93362,23283.33,70723,85667,77724,26730.35,66656,67390,24334.17,52562,91964,110657,80853,68920,66852,55743,57395,22700.52,71377,23193.82,91942,25913.47,79466
154,227,1476878,7.64E+08,,,,,,,,,,1509518,53789,26542.19,70653,63510,24042.38,54117,24229.27,77724,27178.01,77511,73460,24694.84,87901,65618,74618,25405.11,64632,58200,23210.47,77247,99964,73274,127277,25468.67,23978.96,75017
155,228,1481292,5.58E+08,,,,,,,,,,1497039,98988,122752,141603,136597,112276,101551,149524,23600.79,73955,99756,97844,116088,102313,94929,122350,108635,94396,89977,66957,61856,25814.77,80052,24926.55,103401,23139.05,95640
156,228,1481292,7.29E+08,,,,,,,,,,1499232,90402,92096,99551,120116,85640,89343,24033.28,91261,62414,23504.4,83436,113022,93472,110574,136356,22901.86,91987,117714,93213,77801,119990,76365,24316.56,134612,73330,24430.37
157,228,1481292,7.34E+08,,,,,,,,,,1493329,145358,131165,142074,125987,115803,118562,143338,141707,94152,101228,123841,144234,135480,138442,174341,142877,143638,157497,125559,136892,165925,137020,66969,159817,118506,154165
158,228,1481292,7.87E+08,,,,,,,,,,1492748,134790,114536,143477,24335.83,94052,114673,166045,137760,25014.19,106917,118572,24813.51,132042,131677,164963,145199,137817,164180,108229,126194,23313.95,118827,22903.03,163811,96673,165043
159,228,1481292,8.71E+08,,,,,,,,,,1481187,96030,77389,108598,99721,81063,86084,97607,95453,22526.91,67453,74898,25967.1,90348,92540,104304,99260,114601,85483,82244,98881,105660,75755,55159,112830,23314.99,100562
160,229,1485705,8.02E+08,,,,,,,,,,1499931,62438,24030.06,59864,75217,24954.11,65102,24972.19,62262,24309.02,27195.2,56062,52966,58487,63339,61396,59797,55371,25456.08,26847.25,57424,51842,72512,23947.97,54495,27470.65,77268
161,229,1485705,9.02E+08,,,,,,,,,,1500505,63177,22971.91,63325,65275,26520.92,26225.65,23407.93,23799.33,25031.46,22578.93,24289.65,22720.69,27065.51,52106,80666,24871.64,25099.11,52464,24152.36,26332.59,25854.62,22966.99,26230.87,50554,25198.94,72083
162,230,1490134,3.63E+08,,,,,,,,,,1491566,25094.66,24872.98,27244.27,26819.38,60184,24081.99,24564.72,25634.67,75328,23774.17,26105.23,24492.83,22710.23,26795.56,23909.58,23031.86,27400.78,23384.36,24475.73,27221.33,26051.56,24832.97,24391.41,69952,26894.36,26486.96
163,230,1490134,5.59E+08,,,,,,,,,,1497310,192411,215957,270092,241013,194314,207329,246905,207734,180394,157827,179183,233973,179128,199090,221350,183206,181242,214270,140990,179483,164329,22563.93,25237.47,194515,141382,189992
164,230,1490134,6.05E+08,,,,,,,,,,1507259,180820,159378,199441,193272,162321,170800,181589,176947,143531,163959,179841,178916,195815,189495,26168.91,167590,208426,181778,144500,189404,209308,199170,210669,138807,145022,203289
165,230,1490134,7.86E+08,,,,,,,,,,1506299,69954,25006.32,26191.88,24129.75,23339.93,24478.15,56554,24311.58,26298.97,22709.64,23144.78,71150,25114.94,54455,58787,24431.93,53081,70931,27364.5,25416.9,24179.79,25034.12,22833.78,25406.16,23362.9,24808.66
166,231,1494538,3.41E+08,,,,,,,,,,1491708,189542,246264,226453,210439,221358,190201,196634,196575,168362,167492,217854,219046,202541,205303,183532,201619,235376,195490,187221,229063,204415,202984,209002,233594,225019,197851
167,231,1494538,3.60E+08,,,,,,,,,,1515212,125779,108904,110187,113575,104267,110342,117444,98670,98329,67557,127266,115142,104489,118050,124298,109918,108591,116138,76238,104291,112281,112655,94235,117117,109297,109857
168,231,1494538,4.55E+08,,,,,,,,,,1488816,99437,111380,114883,96059,95447,92285,102054,99089,101451,82656,99329,112199,114327,101966,101906,97888,114404,102346,106077,104705,105054,87916,93903,116761,117814,109352
169,231,1494538,6.74E+08,,,,,,,,,,1493850,270744,253844,325387,281099,218910,219501,275154,270987,23128.64,239401,238898,305137,252494,283802,26671.12,277146,254938,309206,232739,268838,326860,239982,103989,300638,203014,278547
170,231,1494538,6.83E+08,,,,,,,,,,1502138,89375,87444,90838,114787,84106,86792,107599,94246,55398,79764,89062,97990,95359,101750,109236,92736,86019,97756,70788,97920,92449,101235,53964,82108,78809,101609
171,231,1494538,7.35E+08,,,,,,,,,,1501191,22916.19,26214.04,25944.99,23667.11,25944.05,27414.29,23856.12,26325.26,26903.14,22742.72,22914.18,25462.77,57860,64450,54006,56275,27342.14,24185.62,23026.32,24052.37,26707.97,23021.81,25884.19,62846,23532.08,27388.28
172,231,1494538,8.59E+08,,,,,,,,,,1500665,53168,27425.42,66032,59033,23834.13,25524.49,70692,56654,23300.89,26092.7,27166.68,25743.37,23868.27,23198.91,82402,25961.46,59213,63183,27025.51,26542.23,55097,58970,27031.09,26706.61,24168.84,23634.87
173,231,1494538,9.02E+08,,,,,,,,,,1502133,56278,27231.41,25429.78,27441.06,25470.11,24083.01,26164.96,26223.94,27045.47,25045.91,26816.28,26082.21,27017.04,59281,63387,26924.97,23479.28,55220,24997.57,24708.54,51418,24623.95,25084.01,71313,25730.33,24866.69
174,231,1494538,9.10E+08,,,,,,,,,,1498714,123062,90281,102359,99681,86238,73913,94617,27096.83,24162.45,64404,94415,27399.16,107701,102547,137083,84362,99498,128147,26913.81,102229,122946,27109.91,27448.95,88105,59357,102491
175,232,1498961,1.37E+08,,,,,,,,,,1331421,24522.36,24079.1,24226.72,69012,25386.31,25201.62,70650,73861,78784,75533,22936.9,26829.86,25207.28,26892.3,24193.5,26239.3,25170.12,23025.11,24648.87,66250,22517.29,24670.65,23783.82,25388.15,26646.57,63191
176,232,1498961,2.28E+08,,,,,,,,,,1503285,79242,119161,100098,88184,130381,92076,81284,88613,83803,70449,102346,102179,87633,91107,82393,97135,110781,81398,84199,98099,82913,90924,105309,122286,96906,87703
177,232,1498961,5.59E+08,,,,,,,,,,1495093,145907,180525,203779,173836,153773,148681,189616,146701,27435.9,147975,147728,182696,147382,148683,164388,143480,26744.77,150551,107583,149245,150746,116342,53533,140380,111914,152062
178,232,1498961,5.60E+08,,,,,,,,,,1493631,78320,123026,109349,126396,86556,92963,121247,105428,71405,80195,83746,114106,107427,89042,111268,76495,65687,70749,23836.07,61450,78789,66965,26952.43,93918,25169.04,101714
179,232,1498961,6.26E+08,,,,,,,,,,1501521,78384,115015,104906,22823.77,92945,23854.6,105466,23923.52,72401,99262,87048,91696,92276,89809,23447.44,78550,23639.04,93241,26878.54,95017,85761,99012,69444,53678,59247,82186
180,232,1498961,6.72E+08,,,,,,,,,,1494910,144260,122272,25135.58,153873,111299,117643,146270,146545,99283,119165,110547,155736,112886,140315,169010,137217,131133,140993,90165,123678,144811,141636,23132.07,158657,26050.88,182026
181,232,1498961,6.73E+08,,,,,,,,,,1496222,26470.25,262283,301862,252677,23446.35,222736,270335,230357,179904,201064,227626,26306.65,216517,261283,304167,277491,239413,295993,203971,25280.48,280022,217821,96818,297909,189607,276608
182,232,1498961,7.89E+08,,,,,,,,,,1494550,145315,110824,140091,129084,123796,108271,137860,26086.79,76529,109446,124131,147027,124240,145403,167248,145266,118566,26699.12,96856,119059,128836,114350,25987.39,151806,101446,147777
183,232,1498961,8.45E+08,,,,,,,,,,1494598,305906,263376,290677,275195,239436,249016,317482,281417,188610,225925,24803.85,313197,262217,320569,382274,304758,306110,347430,251190,266301,334867,285576,130724,368458,254940,333065
184,232,1498961,9.60E+08,,,,,,,,,,1492262,97107,75518,92020,93315,73744,65966,103284,89925,52839,72099,72163,116209,93752,101765,123527,90729,87865,26637.01,80140,99204,123035,26528.44,24694.06,138674,70469,118118
185,233,1503355,5.60E+08,,,,,,,,,,1497388,157593,187405,197910,201764,170589,175070,207064,204091,128640,172312,25453.71,194536,159307,164894,197166,152356,155909,161356,121036,136804,157583,142177,26563.18,131114,108919,169995
186,233,1503355,5.74E+08,,,,,,,,,,1506982,23071.9,23377.37,27479.12,60256,24402.99,22966.03,61051,23085.57,25194.86,54354,26893.32,23515.7,23706.84,27486.92,24381.91,27031.37,25310.14,23461.62,25489.12,22502.99,24148.95,24137.06,53686,26943.62,25269.84,25198.04
187,233,1503355,5.91E+08,,,,,,,,,,1492366,125202,108423,126246,112890,100255,98671,124611,120559,26167.74,101287,115626,118182,109376,132425,122241,121492,26952.47,114572,99091,104163,119840,113473,69310,130675,97449,139093
188,233,1503355,6.04E+08,,,,,,,,,,1503262,157217,137407,158578,155148,141454,154812,155367,147623,118989,27064.44,150220,132683,156928,151696,155114,121042,151138,151248,125695,126377,159161,160636,172052,23882.02,113064,153013
189,233,1503355,6.21E+08,,,,,,,,,,1492528,65722,27162.69,77525,53781,22672.53,55000,66349,50296,23109.11,25088.27,23450.96,83438,51919,68178,87673,56583,64514,84155,57446,23839.33,78010,55890,27041.32,81642,22777.53,71103
190,233,1503355,6.89E+08,,,,,,,,,,1487522,25627.1,24556.07,53921,78977,25081.19,26524.6,27127.61,23126.81,25494.98,23382.48,25387.37,25094.11,64925,26750.12,70942,22571.23,25693.1,27089.39,22676.22,27398.75,24228.57,51754,24915.2,24510.88,27166.32,24976.82
191,233,1503355,7.38E+08,,,,,,,,,,1502157,264089,218465,257358,275310,221097,230061,256195,270540,153699,203935,26554.89,243006,251573,264679,290218,216767,269619,263856,177474,229381,290423,249173,172830,220148,180353,274308
